"","logFC","logCPM","LR","PValue","FDR"
"CHN1",1.46454826175642,1.73091473661482,39.4984638169883,3.28317592950694e-10,1.43121162094164e-09
"CHODL",5.38676545743509,0.0266819134295469,32.1154936740628,1.45274120671207e-08,5.08371632815339e-08
"CHP2",6.56227986791785,0.176033762837439,13.1544170379939,0.00028684226288682,0.000551037080654524
"CHRDL2",1.18300489369318,0.613219058355748,15.569536885262,7.95256003899132e-05,0.000166110141845727
"CHRM3",1.49165264109899,0.121666973839232,17.8585341085511,2.3794973977128e-05,5.34657517098993e-05
"CHRNA1",3.5463993809582,-0.343722612448292,15.000505789411,0.000107482365155827,0.0002197150805367
"CHRNA5",2.1161020504531,-0.637172358997196,42.9232707359072,5.69294307071674e-11,2.73174467466908e-10
"CHST10",1.28683722955444,1.33182430335218,32.3886117407915,1.26224038706985e-08,4.45694002039273e-08
"CHST1",1.20847428853391,1.65562154161865,31.1082234998627,2.44035329726807e-08,8.24288256755712e-08
"CHST4",-1.7755275566571,2.03612865694731,12.0941605956687,0.000505799808502235,0.000938657073155602
"CHST5",5.1993369426576,-0.318938021820029,27.4490916747578,1.61284605869918e-07,4.84523187212867e-07
"CHST7",-1.24985095975235,2.7268294557114,64.8115100674812,8.24163205052872e-16,7.32437736006779e-15
"CHST8",2.62591499164737,-0.054934575599504,11.7238088966415,0.000617055301678623,0.00113249361085211
"CHTF18",1.77390868385352,3.08544089359029,131.500938754049,1.92383382731623e-30,8.00325928679801e-29
"CIB2",1.58811558614911,1.09086226038526,36.8175881295676,1.29714737409208e-09,5.20909917745661e-09
"CIDEB",-1.60911236869347,6.92033865460262,115.045123065826,7.69269690926337e-27,2.41054487349363e-25
"CILP",-1.53556508554475,0.269491386115213,39.0596695308625,4.11048195775732e-10,1.76422909286845e-09
"CISH",-1.22392913396696,5.07150007079294,64.0824628641509,1.19318935504499e-15,1.03996401523097e-14
"CKAP2L",3.82874599754315,1.59533341784011,191.299719306624,1.65438031126333e-43,1.68665237789853e-41
"CKAP2",1.45280155734136,3.74111244843256,102.926277268334,3.4785497300795e-24,8.17515656531833e-23
"CKAP4",1.10600338063994,6.6499649850279,57.6813978009289,3.08203811028244e-14,2.24439968423334e-13
"CKB",2.01662560998208,5.74957973279919,37.2307789165383,1.04944275324773e-09,4.26883471165143e-09
"CKMT2",3.26618121572157,2.22458569295141,17.9621407672697,2.2534250247631e-05,5.07906493593266e-05
"CKS2",1.59754151202859,4.2897157887789,77.299117463761,1.469316712489e-18,1.8145930243543e-17
"CLCN2",1.08117267596362,1.95933102461075,58.252442022537,2.30550617435356e-14,1.7090021959097e-13
"CLCNKA",3.37248773444531,-0.745786869701292,37.8096608514715,7.79945713837952e-10,3.2353220914705e-09
"CLDN15",1.67165363109486,5.17860778916016,46.9339610921269,7.34193788390853e-12,3.91344752376082e-11
"CLDN18",6.53119618510182,-0.407098020391257,39.8255529560157,2.77688242285451e-10,1.2200584775619e-09
"CLDN19",3.34121217905008,-0.119369075209569,28.7498950953611,8.23543813486394e-08,2.57226403189698e-07
"CLDN4",1.43672427419192,5.09503893040092,12.9187726570104,0.000325303088929339,0.000620721341561888
"CLEC12A",-1.30740410659977,-0.211823064919388,43.4683277051652,4.30877107099527e-11,2.09956508902048e-10
"CLEC1B",-5.29540359496408,1.55146725530637,78.6172125898857,7.53896649365793e-19,9.63297598664483e-18
"CLEC2L",6.7597378029194,-0.491395436738359,32.2513404987515,1.35463597498521e-08,4.75961788936933e-08
"CLEC3B",-1.05481409610678,4.13907330598868,33.7423548627548,6.29158147230478e-09,2.3152827904056e-08
"CLEC4G",-5.46895028248012,3.28710938016138,240.297029316963,3.38797377535147e-54,1.22619240864408e-51
"CLEC4M",-5.66809415195675,2.24181088149825,116.913157255629,2.99916551005981e-27,9.69172301096784e-26
"CLGN",1.5822252806254,3.93379661351446,22.1684746129878,2.49741106206716e-06,6.40592132274031e-06
"CLIC1",1.05741880828707,7.31984073863788,49.5013517682875,1.98235085209642e-12,1.13612404140142e-11
"CLIC3",1.56051106420259,-0.278066064157604,18.3386916239455,1.8491328329113e-05,4.21639565633278e-05
"CLIC5",1.62389488851264,1.77454949651677,37.4390469104418,9.43148731554331e-10,3.86250754928205e-09
"CLIC6",-1.35053302360774,1.09906549226028,13.3311445051645,0.000261034149698775,0.000504942729180808
"CLIP2",1.10404786436712,4.21341426269757,25.8201352463752,3.74758498601236e-07,1.07454521375522e-06
"CLPS",10.2180998593028,1.52289419687025,18.5367460887883,1.66660059437832e-05,3.83217547725777e-05
"CLRN3",-1.40134103705181,3.85722035916231,19.1723769287671,1.1942917897776e-05,2.79633870946309e-05
"CLSPN",3.77398563369726,0.455854832583953,112.908558718602,2.25959113069003e-26,6.75869851219e-25
"CLTCL1",1.19264122584885,3.38569588030367,39.68133598485,2.98969008817916e-10,1.30918764085208e-09
"CLVS1",3.01328676191144,2.23307908053539,34.7141167370739,3.81852547891829e-09,1.44373970640637e-08
"CMTM4",1.39714548494632,3.78120040100003,59.1738048653049,1.44342586954224e-14,1.0981212879872e-13
"CNDP1",-3.06990608437436,3.91724294525237,70.0006732356004,5.92842214550201e-17,6.08693385818671e-16
"CNFN",2.49459082952466,-0.501663221855633,43.4794921497639,4.28425821946712e-11,2.08832344253284e-10
"CNGA1",-1.07065341565367,3.76077334783906,20.5135144596635,5.92117094017145e-06,1.44798634629835e-05
"CNIH4",1.22889663844822,5.23192571599035,101.491087782455,7.17856918342573e-24,1.63402745390652e-22
"CNNM1",2.61627999146913,2.28298103851173,31.3195626651005,2.18863144066423e-08,7.4552511450579e-08
"CNR1",3.20160843092285,0.200985468662176,40.8772037559548,1.62101008699485e-10,7.34272935839311e-10
"CNTD1",1.34349435219728,0.149781392444785,61.6331662668664,4.13789661941264e-15,3.3844253875275e-14
"CNTD2",1.46945250849988,1.6308244929661,18.9247562401507,1.35976623267696e-05,3.16077966449331e-05
"CNTN1",3.36658585747507,1.30021036205722,10.2186407934477,0.00139028271628705,0.00241854396583605
"CNTN3",-1.15419925963103,1.02633935176706,8.49500419958628,0.00356122954386838,0.00584335488003883
"CNTN4",-1.2282269703341,0.775107641667849,37.6659977994169,8.39553046543172e-10,3.46569987305546e-09
"CNTNAP1",1.9416235185578,1.49489283482517,61.9709567347102,3.48560469431701e-15,2.8720033670818e-14
"CNTNAP4",7.58301820519111,0.206498609964386,49.4009394941459,2.08645699756949e-12,1.19013545917311e-11
"COCH",5.02838514917694,3.22613769277996,103.255043459478,2.94664533944695e-24,6.95898606511803e-23
"COG2",1.10268839717721,4.58480842483367,128.985077986853,6.83301536203371e-30,2.74020951235906e-28
"COL10A1",1.94459752932758,0.504629576036388,13.5929291133789,0.000227039090559047,0.000443568814308141
"COL11A1",5.9543931918378,2.08116357294867,39.0831771321894,4.06128484423753e-10,1.74466530237468e-09
"COL11A2",2.66933451907815,1.68579539880436,27.922858504105,1.26249462513664e-07,3.85349666626675e-07
"COL15A1",4.52518265276252,4.23968136400052,232.57268455483,1.63793342975509e-52,4.56006966587778e-50
"COL1A1",2.42976815132879,9.04355821753291,44.8442661667207,2.13344687351914e-11,1.08295618471026e-10
"COL1A2",2.09130072697185,8.26353060225511,39.1330367585724,3.95888011584264e-10,1.70421372099476e-09
"COL21A1",1.96220706360404,1.55650107506872,43.2668511402981,4.77606695417507e-11,2.31557673461462e-10
"COL22A1",5.69504952909249,1.88038317547278,47.9698044406707,4.328339490811e-12,2.37623704241452e-11
"COL24A1",5.35559366650963,-0.360298589306633,65.0097100387057,7.45299127810758e-16,6.65619708409398e-15
"COL2A1",11.1705476597813,4.41343842217424,45.5835181574304,1.46267181863232e-11,7.56523755567708e-11
"COL3A1",1.5227058480653,8.89223821636534,20.4530935472259,6.11106992184396e-06,1.49014585242606e-05
"COL4A1",2.07180250939032,7.644342858731,91.7470220393191,9.84963881422485e-22,1.78241526391916e-20
"COL4A2",1.86894014018146,8.010347763961,72.0514088572051,2.09663438428483e-17,2.25170444965071e-16
"COL4A5",2.22987258459033,2.97028406599759,30.5578227849186,3.24062566038915e-08,1.07306810808449e-07
"COL4A6",3.24789118613934,-0.375440175543672,24.6437098910377,6.89694992708848e-07,1.90814065235527e-06
"COL5A1",1.07320657591372,5.60727190689379,14.9342341408407,0.000111324430884827,0.000226577222820137
"COL5A2",1.17063021849024,5.74721502240761,30.2991482719993,3.70288467932966e-08,1.21529497852314e-07
"COL5A3",1.28555383472665,5.72437181139817,24.4708820803958,7.54413895703141e-07,2.07438745832752e-06
"COL6A3",1.30461566368993,6.46276388826984,24.082257390289,9.23068970891439e-07,2.50958328372593e-06
"COL7A1",2.94695363901237,3.81900155237881,39.3991810558081,3.45441816080846e-10,1.49863984758838e-09
"COL8A1",1.5746890675962,0.769908922227163,31.0777098597782,2.4790189702032e-08,8.35788486996547e-08
"COL9A2",2.23472882896896,1.62827976767951,40.9364690721695,1.57259031319267e-10,7.13232768298567e-10
"COL9A3",1.15405282954138,2.28234950266367,10.3779337886032,0.00127530335448261,0.0022324748080828
"COLEC10",-3.85157213418396,2.56266296450107,228.182055888611,1.48529452789346e-51,3.4131125206847e-49
"COLEC11",-1.39977193968869,5.10334172858882,43.0878518193811,5.2336212006313e-11,2.52220819312714e-10
"COLEC12",2.86038387312951,1.91679937570279,49.8518386533153,1.65804935540779e-12,9.58992429813764e-12
"COMP",3.34971666938884,1.25084133359667,25.3684491253795,4.73601104143592e-07,1.33912562200914e-06
"CORIN",2.80744432507312,-0.0324236473462673,42.7892013558902,6.09677855675639e-11,2.91875208882812e-10
"COX4I2",3.48220775292229,0.450975756799079,132.01093856311,1.48797033414645e-30,6.29863933550824e-29
"COX6A2",-1.31374933977886,0.954888342457163,11.9459425307119,0.000547665183377945,0.00101181072738164
"COX6C",1.22961894525412,8.05553021127516,56.6308988933907,5.25791179181585e-14,3.70227573006411e-13
"COX7B2",9.90231750404297,1.91585453063874,62.4221917702804,2.77182170352668e-15,2.31683965369259e-14
"CPA1",8.62244388306929,1.62210337588982,11.0525196882975,0.000885667502692,0.00159190717476137
"CPA2",10.6709907624364,2.53095648327691,15.380457975866,8.78925954560903e-05,0.000182295287165877
"CPA6",7.61489271807757,-0.452188707308522,42.4648077568971,7.1965503282162e-11,3.41252732072014e-10
"CPD",1.18265400379788,7.61543563297069,57.4482523290327,3.46989379292381e-14,2.50292239363019e-13
"CPEB3",-2.21291249022699,3.82048961222731,253.557643808763,4.35374207415487e-57,2.42419707721308e-54
"CPE",1.5389986213405,6.02268364982042,39.7266907236122,2.92106097780597e-10,1.28068442688362e-09
"CPLX1",1.364793707431,3.24002749761675,27.360319934948,1.6886085704582e-07,5.06442640864374e-07
"CPLX2",9.68190881322072,5.44510511617171,78.056377285377,1.00141226402038e-18,1.26394466837167e-17
"CPNE5",1.10373339332658,0.183443654357026,30.5505613857786,3.25277735137601e-08,1.07659939908254e-07
"CPNE7",2.7764462415803,0.865634577748471,47.7448610502189,4.85455063292166e-12,2.64705572552945e-11
"CPT1C",1.33462054157906,0.132376531828665,38.4015430288661,5.75868458459831e-10,2.42561759474046e-09
"CPT2",-1.00552939462586,6.30721457160258,82.2885565548381,1.17601023408769e-19,1.64971900764414e-18
"CPXM1",2.75827100487493,1.18114285942051,73.242959747532,1.14633335803276e-17,1.27281461426554e-16
"CR1",-2.00821157380459,0.833083362817936,85.0260835522257,2.94454959672774e-20,4.47305818592104e-19
"CREB3L1",2.57262419536624,2.60739613705773,41.3335123149129,1.28349484566606e-10,5.87082302707978e-10
"CRHBP",-4.31137855580475,3.73356712589178,272.008067469667,4.14252933858561e-61,3.74821232716899e-58
"CRIP3",2.09524262863581,2.2762100296736,69.3120363949856,8.40550594884433e-17,8.46809391937504e-16
"CRLF1",3.50629388137874,0.464919855979947,36.0324733618235,1.9405640905721e-09,7.61342719219847e-09
"CRMP1",1.58240536545891,0.837960926804594,49.3900574021675,2.09806301254691e-12,1.19583831464328e-11
"CROCCL2",1.30070562642038,-0.102449167649551,80.896495288164,2.37855132728633e-19,3.23934972390633e-18
"CRTAC1",4.39270745263709,2.48556312349053,20.0201817398315,7.66291275996023e-06,1.84187262204789e-05
"CRYAB",2.27079231557688,4.66581353256897,31.7057321250741,1.793919410232e-08,6.17611683755736e-08
"CRYBB1",3.76581269337605,0.795123571579253,29.4771821883746,5.65789089389032e-08,1.8093502644323e-07
"CRYGS",3.39057135497002,1.48842650474406,71.6062469894788,2.62723581644529e-17,2.78509038702719e-16
"CSAG1",5.18691631712306,1.62127152805956,23.0885404799966,1.54710022184322e-06,4.07150880051342e-06
"CSDC2",-1.30547797923581,-0.814090760600922,10.0631200589967,0.00151266836965338,0.00261979901752267
"CSF1R",-1.03504987460641,4.474581605421,40.8531727986316,1.64106608351355e-10,7.42892860882603e-10
"CSMD1",8.99198190078635,1.15099624007262,75.5164651084098,3.62372475932855e-18,4.28250312986118e-17
"CSMD2",4.03365307016926,-0.0411594545673142,80.0254628512919,3.69615753219235e-19,4.92718900493081e-18
"CSPG4",2.02582319120273,3.55437741125502,105.06877818548,1.17969168708303e-24,2.88974560979714e-23
"CSPG5",2.87604775957939,0.212979808357569,91.3019958365389,1.23336172098797e-21,2.2128292648707e-20
"CSPP1",1.10891092456407,3.88441043524648,46.1199538506824,1.11229813222002e-11,5.81746389456256e-11
"CSRNP1",-2.19922221015172,5.19880725810415,325.504112994037,9.16257706206892e-73,1.65808285159465e-69
"CST1",7.95869204951924,4.088825641732,31.9677520876167,1.56753297881574e-08,5.45640176348051e-08
"CTAG2",6.49250844777594,2.33867683606989,23.1042554702729,1.53450707755652e-06,4.04057092793484e-06
"CTF1",-1.22957808846218,-0.100893400135618,36.4785060836433,1.5435904834061e-09,6.14338374659387e-09
"CTHRC1",4.72153784038413,3.08195872677799,127.196637982207,1.68249404502828e-29,6.54770599190172e-28
"CTLA4",1.66109837692192,0.286978420846949,26.680614243917,2.40017541739572e-07,7.03672327210162e-07
"CTNNA2",6.62251714710931,2.96034751206725,37.9903264883316,7.10962607679733e-10,2.96446015880746e-09
"CTNND2",2.79286566257653,2.88351107367042,17.5178143322087,2.84628264173297e-05,6.32570368504271e-05
"CTRB2",8.84956470707598,0.393389870456642,14.0044395029338,0.000182379508499824,0.000360697833955184
"CTSA",1.04158110858623,8.15910615882762,79.7960476492066,4.1512228719892e-19,5.49335041296048e-18
"CTSC",1.0063191977913,6.75438862684647,26.2166372367944,3.05181891250957e-07,8.85394436801625e-07
"CTSE",3.55085230782405,2.08123552963194,20.1167563229752,7.28555801309181e-06,1.75554299859404e-05
"CTSK",3.58550336116626,5.88183948749866,50.4926687363968,1.19610778205666e-12,7.06777647380992e-12
"CTSL2",6.03598238298019,2.71175413597993,86.5680836130489,1.35008494184394e-20,2.12910454281859e-19
"CTXN1",2.32252539165545,-0.463895838949449,43.6302826880324,3.96653436625992e-11,1.94232101539558e-10
"CUBN",1.67758938690469,-0.602731062973883,45.9113678541177,1.23725905647886e-11,6.45237729129844e-11
"CUL7",1.02375662625283,4.92548885612195,82.8659162473693,8.78123329182893e-20,1.25494486047194e-18
"CUZD1",5.65146361198256,0.808926967216215,66.8424913691481,2.940902660713e-16,2.78452896135658e-15
"CXCL12",-2.27030839019683,6.19596174015767,146.361631069833,1.08214101347526e-33,5.57514428899692e-32
"CXCL14",-3.41549810065428,3.11952614116342,101.613312133522,6.74902085384408e-24,1.54109739591642e-22
"CXCL17",5.42115624245202,1.34865357938749,50.9602520583183,9.42554273917112e-13,5.62463240869663e-12
"CXCL1",1.14462466519212,3.48475770400088,7.74029005853561,0.0054002125897163,0.00863855001782573
"CXCL2",-1.38589046932546,5.38070956903437,45.3181380017587,1.67490766056924e-11,8.6229154345878e-11
"CXCL5",3.43133615739169,3.1117155454161,23.0623625554033,1.56830837885151e-06,4.12507274720809e-06
"CXCR2P1",-1.79768927619953,1.66126681438512,62.0187877502678,3.40196026657431e-15,2.81429593023979e-14
"CXorf36",2.32388249766012,3.19643123355052,247.527982203318,8.98198586487482e-56,4.48386928847561e-53
"CXorf57",1.07605319303234,1.45737609665568,25.3432731300007,4.79822750973441e-07,1.35592308527084e-06
"CYB561D1",1.20784214730006,2.10990952454556,83.5774044084837,6.12693823200954e-20,8.96862333516704e-19
"CYB5RL",1.0155664584107,0.791526681847639,52.9414238402372,3.43645200891354e-13,2.17436694637419e-12
"CYP17A1",5.05363054748524,6.11836076931225,65.512655270296,5.77419842663214e-16,5.24752483505044e-15
"CYP19A1",8.71254414002637,1.56290200750938,56.853487656518,4.69520552488333e-14,3.32872137040823e-13
"CYP1A2",-2.87166254913498,7.01431953387242,51.6006692987947,6.80183924968797e-13,4.12527133714842e-12
"CYP1B1",1.65678539087983,5.1756878115437,24.8159812725986,6.30723716349108e-07,1.75158013458393e-06
"CYP26A1",-3.85234847753925,2.34633232640721,156.631114343765,6.16249976785883e-36,3.61192344693491e-34
"CYP27B1",1.90944415930485,-0.364539659740421,48.3616047565241,3.5444046378e-12,1.9659902659552e-11
"CYP27C1",1.93468681275178,-0.470935129943452,30.2330735967726,3.83120204344678e-08,1.25399755783358e-07
"CYP2B6",-2.33715842763427,7.22250007630711,100.325390509396,1.29308459984526e-23,2.87116345888954e-22
"CYP2C19",-2.6257568537416,3.74486944339984,162.621450190181,3.02636422541965e-37,1.92160854786843e-35
"CYP2C8",-2.02956680214424,8.73960586764582,78.5278872189483,7.88768426157605e-19,1.00430963108915e-17
"CYP2C9",-1.28855362973615,8.97148565387369,30.8367575811392,2.80670848415109e-08,9.39484826012839e-08
"CYP39A1",-2.23590867047573,4.64916739416776,78.0056463270059,1.02746435210965e-18,1.29569698828323e-17
"CYP3A43",-1.55253901045597,2.06221851865766,27.2219555018216,1.81387126690057e-07,5.40539611587476e-07
"CYP4F12",-1.11400379725189,4.74900229071861,36.0767997263565,1.89691892235193e-09,7.45633864753973e-09
"CYP4F2",-1.45041714322343,6.61360080972048,43.2328800785513,4.85971259009907e-11,2.35297856745365e-10
"CYP4V2",-1.0951275019887,6.73383692652205,70.6462473350535,4.27379890942092e-17,4.44800767876971e-16
"CYP7A1",2.05654721561758,6.66662447138411,23.3635870760646,1.34092977502088e-06,3.56391414594774e-06
"CYP8B1",-1.08707382252929,8.51072232701225,13.4078221917013,0.000250577167813631,0.000486535093674616
"CYR61",-1.71390010853081,6.00880737555167,108.166319808065,2.4714389481376e-25,6.58913842581732e-24
"CYTSB",1.99930825220468,2.76303690657262,50.3456329121756,1.28916665000831e-12,7.58064043288108e-12
"DACH1",-2.64985001219553,-0.537219085639171,225.191608004555,6.668374727395e-51,1.37911515612139e-48
"DAGLA",1.41319063079708,2.33219948959242,36.6993638090818,1.37824409884091e-09,5.51183420412152e-09
"DAPK2",1.75997509903138,3.37978439244259,73.9643148170381,7.95420431218169e-18,9.01040812421395e-17
"DAPL1",7.66328599411283,0.535092216051558,10.1998215514848,0.00140454244469055,0.00244188314780654
"DBF4B",1.6763859720091,1.31946683490833,123.225232642389,1.24484521347584e-28,4.52804627022353e-27
"DBF4",1.18353521622942,2.50729170895834,85.5156568896506,2.29874239320853e-20,3.53654555010414e-19
"DBH",-3.67010029421705,2.92850425548755,304.154264034279,4.09937381610289e-68,5.93466347357216e-65
"DBN1",1.63797377226736,4.62362487284061,49.27872224272,2.22058084467916e-12,1.26166989358007e-11
"DBNDD1",1.39683839388884,4.99371064608645,36.4182546462519,1.59205127324209e-09,6.32321708716755e-09
"DBNDD2",1.02273564253218,3.23633627111476,39.094654625186,4.03747915926024e-10,1.73495357045445e-09
"DCAF13",1.19285533963651,5.24431899208554,77.759805456607,1.16364176160877e-18,1.4572700504161e-17
"DCAF4L1",3.32671984620459,-0.867083925187366,84.9463265845642,3.06575277204943e-20,4.64256306286188e-19
"DCAF4L2",10.2238147860239,3.34563695029438,49.8896792765181,1.62637889410227e-12,9.41803489996743e-12
"DCAF8L1",7.737436908427,-0.667484539424224,32.5931076729672,1.13616946072262e-08,4.03937261367422e-08
"DCDC2",2.11277519057786,5.38947212043493,27.1500389272391,1.88261408805466e-07,5.59298258829619e-07
"DCLK1",1.56223450784605,0.237823436321585,24.7052165576384,6.68031155965291e-07,1.85057157384415e-06
"DCLRE1C",1.20245500366419,2.50184411717311,63.0526147778261,2.01258030454196e-15,1.71489847374067e-14
"DCN",-1.79511407728442,6.74157836259961,48.5303838695996,3.25211045295997e-12,1.81359025529667e-11
"DCST2",2.84835301329649,-0.177568240162983,75.0414811332426,4.60927474011564e-18,5.36834033891023e-17
"DCUN1D3",-1.10626802359962,2.83284263583364,164.116536472516,1.42660483864728e-37,9.26141625520029e-36
"DDIT3",1.00282882132269,5.13328076110525,37.3637739744717,9.80261119897762e-10,4.0054304918882e-09
"DDIT4L",2.77640804875606,0.459983772297246,39.0096631955639,4.2171297012167e-10,1.80518588659119e-09
"DDR1",1.25576575438504,5.18997553658529,19.23631747846,1.15495162096595e-05,2.70992457321296e-05
"DDX11L2",1.04785851466958,-0.795553229119038,13.6306528206881,0.000222522492620714,0.000435449868298199
"DDX11",1.31799459012533,3.06623705295906,53.4615659119037,2.63701766090276e-13,1.69370473278124e-12
"DDX12",1.95597168817046,0.907148165142343,137.29632405252,1.03868792857104e-31,4.72864312639085e-30
"DDX39",1.44352035066978,5.07549673306318,121.567183748737,2.87112120187494e-28,1.0162645877639e-26
"DEFB132",2.86243456516783,0.827351186527131,24.6987825297438,6.70265016764758e-07,1.85640456240739e-06
"DEGS2",1.14943167512068,0.287693862440883,9.78070072884884,0.00176353092858466,0.00302245024897836
"DEPDC1B",3.90746361251874,2.47526419978995,143.845349910623,3.84063355513705e-33,1.89118544141902e-31
"DEPDC1",4.35468200206884,2.55002132527183,204.616078115611,2.05379082689535e-46,2.77875979448262e-44
"DEPDC7",-1.04676768362154,4.78651648017617,42.4867844784254,7.11614171639355e-11,3.37882530758378e-10
"DERL3",1.05939606827823,2.80499419837261,16.4909457589292,4.88829550097066e-05,0.000105043571274384
"DFNB31",1.44628802132805,2.82457619214325,70.6803303883992,4.20059760317639e-17,4.37811745868859e-16
"DGCR9",2.49398782709547,-0.920739547995029,45.1897667801015,1.78837125295456e-11,9.1841967467269e-11
"DHDPSL",-1.76196686919875,4.53514729236331,83.93847488264,5.10414580284141e-20,7.55549271858232e-19
"DHODH",-1.58561981112363,5.41974243634085,107.869072650229,2.87133098111861e-25,7.57919304933025e-24
"DHRS2",1.60979228136784,6.17695003648855,12.6858417554898,0.00036843469385962,0.000698145165314886
"DHX57",1.02698577326345,3.85390877711793,142.035184366363,9.55406237212352e-33,4.57993910467656e-31
"DIAPH3",4.68041028121001,1.8413177600674,162.068318412443,3.99726775091283e-37,2.51601935782457e-35
"DIO2",4.8499349763974,1.88445557322946,61.7878839754142,3.82520799485511e-15,3.14109677490173e-14
"DIRAS1",3.55407527653412,0.136673711743624,44.1706346992208,3.00962440471524e-11,1.49777698546107e-10
"DIRAS2",1.71088538447945,0.346524003751663,10.6538788396649,0.0010984030649208,0.00194419625514837
"DIRAS3",-2.80426078319121,1.27612389061995,135.940415688498,2.05608728921052e-31,9.10274485807359e-30
"DISP2",1.52887389463183,1.26030592339243,30.0206119165206,4.27478157984596e-08,1.38976000295149e-07
"DKFZP686I15217",1.44542647296885,0.15307208483557,82.7850765500355,9.14780166139223e-20,1.30347169933047e-18
"DKK1",6.59665476133442,4.31648134359573,66.8341121714063,2.95342966742082e-16,2.79456217616021e-15
"DKK2",2.06883679527789,-0.00268677741335942,35.0191338250394,3.26481368806265e-09,1.24610355291545e-08
"DKK3",1.15039535332053,4.50456435337774,17.9294818179204,2.29242395783285e-05,5.16021774109567e-05
"DKK4",5.894711067437,1.68818711295976,35.2608794121236,2.88366691082188e-09,1.10822526859486e-08
"DLC1",-1.07746463659577,5.22701187963117,85.2010299208833,2.69521452175171e-20,4.12023449117207e-19
"DLG2",-1.11959865274504,0.399123073594375,28.0286854540932,1.19530409208635e-07,3.66619011464706e-07
"DLG5",1.68669087366732,4.19653197513589,91.7133462565131,1.00186908781402e-21,1.81074391813778e-20
"DLGAP5",4.90365431780576,2.70198777831247,244.609265803421,3.88793286535149e-55,1.70562436641496e-52
"DLK1",7.27878272661635,7.1326055174114,27.9341794538838,1.25512969282137e-07,3.83344146898205e-07
"DLK2",4.9032314721695,-0.43245929214726,64.1715552940533,1.14043426856759e-15,9.96109739274542e-15
"DMBT1",7.53067737571205,2.54386664650445,33.2925168589915,7.92871522921358e-09,2.87751342124154e-08
"DMD",-1.09342608803487,5.22234470488695,63.3689823852256,1.71395728443767e-15,1.46996206201446e-14
"DMGDH",-1.2687785662356,6.72087830995372,50.5562493359554,1.15797873059364e-12,6.84806294232192e-12
"DMKN",2.48388327048063,2.39124663119052,16.6358953401193,4.52858053806818e-05,9.78073406677802e-05
"DNA2",1.81871707362606,1.88974258588819,117.31233892261,2.45239947811721e-27,7.9962583884466e-26
"DNAH11",2.30048793536328,0.886849967113448,30.3459912502391,3.61453198157095e-08,1.18764365631418e-07
"DNAH12",4.94151620228434,-0.309867397864938,53.9284425829208,2.07925859151948e-13,1.35629529023547e-12
"DNAH14",1.75909128559248,2.31252999278873,136.164669527992,1.83650706060131e-31,8.15555604795252e-30
"DNAH17",2.08034386190067,-0.284072501663685,65.454518406914,5.94707294816422e-16,5.38590018288265e-15
"DNAJA4",1.08953081061183,2.54450620675672,18.603498657396,1.60924941785784e-05,3.71032072341582e-05
"DNAJB11",1.0467930429654,6.80144117180522,119.521220570274,8.05292570752814e-28,2.72388330532441e-26
"DNAJC12",-1.22123258877491,4.22079676949475,30.8818729512229,2.74221198923806e-08,9.19171173146549e-08
"DNAJC25",-1.05529320576205,4.57523082066237,91.2639212337149,1.25732325986522e-21,2.24719368309491e-20
"DNAJC6",2.9763198920796,2.21034449853742,131.110955042869,2.34146090475254e-30,9.65735883706625e-29
"DNASE1L2",3.62703448201495,-0.406424089529553,78.3904039974443,8.45619504831303e-19,1.0719819239442e-17
"DNASE1L3",-2.73118191355502,4.82953511599065,192.631230567514,8.47247843008909e-44,9.15343807704475e-42
"DNASE1",2.32062691117613,0.393580845161458,81.3559417992349,1.88514084183471e-19,2.59668734226842e-18
"DNER",9.04913287143391,1.97143770505017,34.0205764703123,5.45323267797406e-09,2.02219389034402e-08
"DNM1P35",2.34866234076754,-0.732278024752851,88.4540683034401,5.20290669877735e-21,8.57887019113891e-20
"DNM3",2.09236851723534,0.603011801033996,118.498108276946,1.34882738521654e-27,4.50969377731635e-26
"DNMT1",1.23227802460592,4.96040874070118,68.7154244044468,1.13747769035217e-16,1.1317707576102e-15
"DNMT3A",1.27906276341961,3.94411505401516,82.4280915360703,1.0958522414792e-19,1.54325417314148e-18
"DNMT3B",1.95747436990804,1.00074181845305,92.9556942273658,5.34782174590402e-22,1.00807832572204e-20
"DNMT3L",-1.28673858101506,0.791008019606713,12.9776145534123,0.000315237342610997,0.000602706155438379
"DOK7",1.34711739562478,1.34184895569729,18.4110043199532,1.78026892845378e-05,4.07155659987763e-05
"DONSON",1.11458893300899,3.62393088713731,81.8578276802259,1.46236601782952e-19,2.03368615178847e-18
"DPEP1",2.7314548846378,0.981654386085385,21.2795191902292,3.96950030262824e-06,9.90971820678548e-06
"DPEP2",-1.10616057435891,0.0612686853667341,70.9182665738426,3.72334618495408e-17,3.88909687731459e-16
"DPF3",-1.81179634822072,0.55539536625011,73.0705210595909,1.2509911407133e-17,1.38248845374859e-16
"DPT",-1.97171980721769,2.95943418518399,40.2281460277779,2.2596905338241e-10,1.00317509531345e-09
"DPYSL4",2.17697434109776,-0.624473514313124,23.6602703277273,1.14930896698561e-06,3.08922129874689e-06
"DQX1",7.6968870164286,0.56777471916964,46.5003408875144,9.16025151855736e-12,4.83635890715372e-11
"DRD4",2.29237093094016,-0.147584295031992,38.3998053649595,5.76381445015619e-10,2.42707218717019e-09
