V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
10003,1879,10128,10038,10171,10313,100289635,10227,10312,10169,10521,0.9906,0,0,0,0,0,0.000369730398498771
100033416,83543,147685,9139,1690,10202,1879,1958,1870,144455,3297,1875,1869,4603,0.9901,0,0,0.000518681411935069
10004,21,10257,10057,116236,30,5452,6257,0.9918,0,0,0,0,0,0,0,0,0.000256956574670193
100049587,21,30,36,84320,6296,6257,6935,5885,0.9922,0,0,0,0,0,0,0,0.000290995226247716
100129842,21,4363,10257,10057,116236,5452,5460,1869,4609,7391,0.9905,0,0,0,0,0,0.000364425078549224
100132464,4609,10061,10067,10055,10221,10236,10038,1020,0.9915,0,0,0,0,0,0,0,0.000378188594416315
100170229,176,11093,134,151,10551,6925,4208,6938,7391,10664,0.9965,0,0,0,0,0,0.000347041994214125
10020,10057,10449,6296,72,112,3170,7391,23462,6772,10664,5885,0.9967,0,0,0,0,0.000270784420764262
10024,4363,30,10449,32,36,6257,51085,6688,4609,4149,3172,6720,4800,0.9894,0,0,0.000455220104505783
100270804,21,30,36,84320,6296,6257,5885,23462,2186,10009,1870,144455,6721,1869,4149,0.9951,0.000499611290998236
10036,55723,641,8208,10926,1958,1012,10249,10062,10044,10253,10092,0.9964,0,0,0,0,0.00043181101872834
10051,1869,1870,1875,144455,4602,10052,10092,10085,10253,1029,10124,0.9961,0,0,0,0,0.000471267563423054
10052,1869,1029,10253,1021,10257,10085,10196,10220,10051,10092,0.9993,0,0,0,0,0,0.000421497420601974
10053,18,21,36,134526,2182,6257,4149,1958,4609,3172,7391,5465,6256,10009,140690,0.9885,0.000502485120520406
10057,2099,2625,7020,10164,10174,1020,10196,10092,10139,10059,10099,1021,10121,0.9903,0,0,0.000471972616718391
10060,340273,10965,2182,23305,88,6257,9611,1958,4609,7391,5087,196,4800,8850,2908,0.9855,0.000464690311556037
10067,4609,4783,10174,10061,10055,10062,10058,10197,10213,10131,10111,0.9903,0,0,0,0,0.000412638053969149
10071,1958,1012,10249,10262,10092,10243,10253,10036,0.995,0,0,0,0,0,0,0,0.000324812165691814
10083,9625,21,10257,10057,116236,5452,5460,1869,7391,0.9926,0,0,0,0,0,0,0.000287073366070987
1009,53335,1050,4773,4776,5460,1012,1033,10449,0.9976,0,0,0,0,0,0,0,0.000238191216089126
10092,1869,1958,7020,1012,10052,10085,10051,0.9986,0,0,0,0,0,0,0,0,0.000314067191842779
10098,30,10449,6296,140,79841,3174,7391,5885,5087,2353,3170,23462,6772,0.9939,0,0,0.000285353412730831
1010,8038,11174,133,84913,440603,5452,6257,2353,5460,4824,4205,144455,1870,1869,2308,0.9923,0.000474442078327879
10112,2353,2308,10164,10332,10486,10216,1020,10163,10371,10000,10300,10101,0.9963,0,0,0,0.000358114145897956
1012,367,1050,1958,10062,10013,10036,10130,10092,10208,10221,10016,10107,10156,0.9956,0,0,0.000525438119584027
1014,1869,1870,1875,144455,2308,10052,10085,10092,10253,1029,10051,1000,0.9986,0,0,0,0.000441078209321914
10144,21,4363,10257,10057,116236,5452,5460,1958,4609,7391,6775,1869,2625,0.9898,0,0,0.000503272848589259
10148,53335,1869,1879,1958,8061,1012,10092,10052,10085,10111,10054,0.9949,0,0,0,0,0.000463536389546956
1015,2353,7020,10164,10057,10112,10092,10036,10059,10165,10130,10163,1017,0.9901,0,0,0,0.000419130801929758
10154,1050,1649,2308,1012,10221,10449,1031,1033,10471,10112,10113,10335,0.9978,0,0,0,0.000404344204481448
10158,1869,10052,10085,1029,10196,10253,1031,10092,10309,10051,0.9996,0,0,0,0,0,0.000423016109323469
10164,60468,2354,8061,2353,2625,10332,10174,10402,10057,10293,10112,10226,0.9938,0,0,0,0.0004226321953734
10171,53335,1879,4609,10061,10067,10197,10038,10055,10036,0.9922,0,0,0,0,0,0,0.000332234942933723
10202,467,1869,1958,23764,4603,1012,10052,10085,10092,10062,10013,10051,0.9973,0,0,0,0.000503587158597762
10218,30,10965,2180,2182,23305,6257,1869,1870,1958,6688,7391,4211,196,0.9863,0,0,0.000453501501070222
10221,60468,1050,1649,1958,2354,1012,10164,10092,10163,10134,10062,0.9933,0,0,0,0,0.000485598621455984
10228,21,10351,4363,10257,30,6257,6688,0.985,0,0,0,0,0,0,0,0,0.000265118327987056
10232,7020,10221,10057,10196,10092,10130,10059,1020,10016,10139,10128,0.9845,0,0,0,0,0.000409279661133517
10243,1958,4609,1012,10067,10061,10038,10092,100132464,0.9963,0,0,0,0,0,0,0,0.000333662845876183
10249,1958,1012,10253,1020,10123,10226,0.9953,0,0,0,0,0,0,0,0,0,0.000289173071884195
10253,1869,1870,1875,144455,1958,1012,10052,10085,0.9994,0,0,0,0,0,0,0,0.000330992026293899
10257,1869,4609,7020,10052,10061,10067,10092,10085,10016,0.9977,0,0,0,0,0,0,0.000372517910192258
10262,1958,1959,1960,7020,1012,10057,10128,10059,0.9963,0,0,0,0,0,0,0,0.000333819662531607
10268,21,10257,10057,116236,30,5452,6257,1958,0.9913,0,0,0,0,0,0,0,0.000310928767840588
1029,1869,1958,4171,4174,4609,1012,10052,10061,10085,10067,10092,0.9982,0,0,0,0,0.000475730020496743
10290,1050,1649,2625,1012,10164,10253,0.996,0,0,0,0,0,0,0,0,0,0.000324346825651732
10293,467,2625,10164,10174,10521,10131,0.9909,0,0,0,0,0,0,0,0,0,0.00030067052551318
1030,1869,2308,4609,10401,10052,10085,10038,10124,10051,10055,100132464,0.9982,0,0,0,0,0.000430733514793181
10309,1050,1869,4609,1012,10052,10061,10067,10092,10131,10085,10055,0.9987,0,0,0,0,0.00042085325949789
1031,1869,1870,1958,1959,1960,1012,10052,10085,0.9986,0,0,0,0,0,0,0,0.000378310089547345
10316,21,10257,10057,116236,176,4609,5452,1488,7391,5885,5460,1869,140690,7157,6775,0.993,0.000540205374705263
1033,1050,4602,1012,10335,10449,10051,0.9941,0,0,0,0,0,0,0,0,0,0.000225782063796177
10331,21,30,36,84320,6296,6257,3172,2186,5885,144455,4149,23462,0.9928,0,0,0,0.000391017825396541
10332,2354,2353,3726,3725,10402,10036,10302,10133,10120,10286,100113407,10216,0.9912,0,0,0,0.000536745490588725
10335,1050,1649,7020,1012,10196,10092,0.9985,0,0,0,0,0,0,0,0,0,0.000285001025561086
10345,340273,10057,10060,30,10449,6688,4149,7391,2625,0.9829,0,0,0,0,0,0,0.000272531656858726
10351,32,84320,47,9719,54443,4149,4609,6935,2186,6945,0.993,0,0,0,0,0,0.000366261183322512
10361,21,4363,84448,30,10449,1958,6257,7391,4609,1050,7157,140690,6688,6774,10664,0.9877,0.0006409850911382
10376,1869,1958,2099,4609,1012,10052,10085,10061,0.9973,0,0,0,0,0,0,0,0.000388613674275284
10388,18,21,10057,116236,84129,5452,3172,0.9905,0,0,0,0,0,0,0,0,0.000179898421899223
10389,1869,4609,10052,10061,10092,10067,10085,100132464,10051,10096,0.9973,0,0,0,0,0,0.000371442985002497
10395,5460,11178,1756,157313,1760,0.9922,0,0,0,0,0,0,0,0,0,0,0.000183337467661617
10397,1869,2353,3609,4609,10052,10061,10085,10092,10067,1003,10127,10062,10058,10124,0.9973,0,0.000555587293441484
10398,21,10257,10057,116236,10449,5452,4609,1869,5460,0.9953,0,0,0,0,0,0,0.000338499518781184
1040,1958,1012,10249,10092,10253,10243,10036,10062,10130,0.9953,0,0,0,0,0,0,0.000354871370432625
10400,1958,1012,10249,10253,1020,10130,10013,0.9958,0,0,0,0,0,0,0,0,0.000286794759562716
10401,367,1030,2099,8091,4609,1012,10156,10038,10061,10121,10055,100289635,10131,10129,0.9963,0,0.00045808101362386
10402,2625,3725,10164,10332,10174,10293,10411,10253,10057,10216,0.9941,0,0,0,0,0,0.000390569699778079
10403,1869,7020,10052,10085,10051,10128,10092,10124,10121,0.9977,0,0,0,0,0,0,0.000389818152649785
10417,23462,9869,10535,114897,116844,1284,116535,1370,10841,1312,126393,0.9935,0,0,0,0,0.00044185230890689
10449,1050,1012,1071,10922,1033,10221,10979,10335,10309,10873,10971,0.9983,0,0,0,0,0.000350530609651404
10457,21,10351,10257,10057,116236,5452,5460,6775,1869,4609,0.9866,0,0,0,0,0,0.000344814432552098
10460,1869,1870,1875,144455,8458,10052,10085,10253,10092,1029,10309,10124,10296,0.9992,0,0,0.000492064353885363
1047,21,10257,10057,116236,84448,5452,5460,7391,1958,4609,1869,2099,2625,6775,0.989,0,0.000534084749645012
10481,367,1012,1893,10401,1071,11140,0.9961,0,0,0,0,0,0,0,0,0,0.000191878051769299
10486,2099,2353,10164,10332,10411,1020,10401,10121,10057,10112,10371,0.9964,0,0,0,0,0.000383421795582911
1050,4363,10449,133,148,146,1012,1071,10221,10922,10335,10865,0.9977,0,0,0,0,0.000432418875313684
10500,7020,10221,10196,10092,10057,10059,10130,10016,1020,10062,0.9916,0,0,0,0,0,0.000374085800596314
10505,1958,7020,1012,10057,10036,10059,10097,10121,10092,10062,0.9951,0,0,0,0,0,0.00035887339312265
10517,340273,72,97,8745,9509,2099,3297,5090,988,1523,5087,4205,5451,0.9918,0,0,0.000288490340519515
10518,4602,1033,1063,11169,144455,10051,142,1191,116461,10213,10969,0.9851,0,0,0,0,0.000347492786813877
10537,79841,336,367,55723,467,1012,1071,10401,10521,1021,10293,10131,10621,1062,10009,0.9946,0.000463358350098807
10551,53335,1879,10038,10171,10128,100289635,10313,10017,10312,10370,10133,10411,0.9906,0,0,0,0.000442916984995907
1056,1050,1869,1012,10052,10085,1009,10253,10092,10051,10257,0.9994,0,0,0,0,0,0.000389823175190062
10562,10057,116236,36,176,47,5452,4609,0.9929,0,0,0,0,0,0,0,0,0.000235767341908661
10566,4783,4824,131965,10067,10174,123879,11232,10979,1191,114883,11346,10458,0.9905,0,0,0,0.000345372920773205
10568,2099,2354,2353,3726,3725,10332,10164,10057,1020,10036,10121,10112,0.9929,0,0,0,0.000556714592440345
10570,2308,4609,10067,10061,100132464,10197,10112,10055,10036,10038,1020,0.9934,0,0,0,0,0.000385226520980219
1058,2353,10332,10486,10164,10216,10371,10554,10103,10112,10544,10163,0.9954,0,0,0,0,0.00034728559810405
10584,10057,47,6296,130399,11093,23462,6925,2551,10664,5452,4211,1051,5971,2033,2296,0.9985,0.000552905074939688
10590,84448,176,23305,6296,130399,1488,7391,6257,2353,2099,5885,405,0.9925,0,0,0,0.000369161782185428
10592,84320,133,83543,226,54443,2551,10782,1649,1874,2353,10127,1875,3066,10009,4800,0.9936,0.000635157701099918
10610,53335,1869,1879,7020,10052,10092,10051,10128,10038,10085,10057,10121,1000,10046,0.9985,0,0.000457210876174552
10613,1958,7020,1012,10059,0.9946,0,0,0,0,0,0,0,0,0,0,0,0.000191427526943558
10615,3725,4609,10061,10164,10067,100132464,10055,0.99,0,0,0,0,0,0,0,0,0.000319520845409994
1062,467,10293,10131,10621,10681,10471,11243,10961,112476,0.9901,0,0,0,0,0,0,0.000456756767912035
10626,4609,9869,10061,10055,10197,10124,10062,10131,1020,10058,10067,0.9939,0,0,0,0,0.000431851483014819
1063,1869,4602,4609,10052,10061,10092,10067,10085,10055,10131,10124,0.9943,0,0,0,0,0.000469314272685018
10630,1869,10052,1029,10085,10253,10092,10196,0.9994,0,0,0,0,0,0,0,0,0.000307623079033246
10631,3725,5460,10332,10164,10402,10216,10131,10128,0.9947,0,0,0,0,0,0,0,0.000321850818059859
10635,5888,840,641,25788,1107,1874,144455,7431,836,0.9877,0,0,0,0,0,0,0.00028907095124564
10642,1869,1870,1875,144455,1958,1012,10052,10085,10092,0.9988,0,0,0,0,0,0,0.000374602832313611
10643,1869,1958,4609,7020,10052,10061,10067,10085,10057,10092,10055,100132464,10044,10062,0.9958,0,0.000521489102765764
10644,467,7020,10092,1020,10057,10196,10131,10059,10016,0.9865,0,0,0,0,0,0,0.000348497116824755
10666,2625,3725,10332,10402,10164,10057,10174,10293,10216,0.9927,0,0,0,0,0,0,0.000320630806525629
10669,2099,4609,4773,4776,7546,10061,10156,10121,10131,10067,10057,10058,10036,10124,0.9933,0,0.000522930055766651
10675,4363,84448,30,10449,32,6257,4609,7391,1958,6720,6945,7157,1051,51085,0.9913,0,0.000531406520210754
10677,21,10257,10057,116236,176,5452,5460,1488,5885,1958,4609,0.9927,0,0,0,0,0.000378780312573388
10699,21,10257,10057,116236,176,5452,5885,5460,4609,1488,0.9929,0,0,0,0,0,0.00032486889579613
1071,367,1050,1869,2118,1012,10052,10092,10085,0.9987,0,0,0,0,0,0,0,0.000364616971111054
10712,84448,114,147,152,4329,2186,3727,0.9923,0,0,0,0,0,0,0,0,0.000283116144826549
10720,10057,84129,6296,170690,174,6688,2353,2625,7391,3174,4149,5885,6927,23462,3170,0.9891,0.000459451624340622
10721,89845,11093,134637,130,79841,7025,6925,2551,2309,2033,6872,5451,5452,0.9979,0,0,0.000495401407336272
10733,2308,143941,114907,1462,1499,140609,1369,10112,114879,1290,1031,0.9937,0,0,0,0,0.000281183701748899
10736,4609,7020,10067,10092,10061,10055,10057,10036,10059,100132464,10056,0.9928,0,0,0,0,0.000374546235778713
1075,1958,4609,1012,10067,10061,10092,10055,0.9962,0,0,0,0,0,0,0,0,0.000313354842860949
10763,1869,1870,1875,144455,2099,1020,10052,10253,10124,1018,1021,10085,0.9991,0,0,0,0.000537293704642969
10793,18,21,36,414149,47,6720,7391,4609,4800,0.9942,0,0,0,0,0,0,0.000276447771398817
10804,10965,2182,130399,8751,8754,6257,1958,9319,1869,2353,4800,2099,4205,4087,405,0.9896,0.000585601106807724
10814,1958,4609,1012,10067,10061,10055,10092,10036,0.9966,0,0,0,0,0,0,0,0.000357756182584761
10815,1958,1012,10249,10092,10243,10036,10130,10253,1019,10097,10062,0.9956,0,0,0,0,0.000449889516748857
10841,467,8061,2353,23462,10332,10164,10293,10216,0.9937,0,0,0,0,0,0,0,0.00032682132454969
10859,51166,21,10257,10057,116236,1869,7391,5460,4790,5452,5885,0.9932,0,0,0,0,0.000368282061170196
1087,21,10257,10057,116236,176,5452,1488,5885,4609,5460,1869,0.993,0,0,0,0,0.000385398676240504
10873,1050,2353,4609,1012,10164,10061,10067,10055,10112,10096,0.9949,0,0,0,0,0,0.000369609938259078
10886,112,173,174,10551,257,7391,1879,23462,29117,4208,51003,4005,0.9946,0,0,0,0.000247235191477046
10894,1960,10540,11335,10782,11273,1031,10493,11004,10197,0.9935,0,0,0,0,0,0,0.000412816994513372
10903,2353,3725,7546,10164,10332,10112,10131,10296,10371,0.9942,0,0,0,0,0,0,0.000334510268247951
10912,367,2099,2308,2625,5460,1012,10164,10401,10174,1020,10411,10253,0.9934,0,0,0,0.000483090393578661
10919,1958,4609,1012,10061,10092,0.9963,0,0,0,0,0,0,0,0,0,0,0.000287738715882278
10923,2353,3725,4609,5111,10164,10061,10067,10163,10111,0.9907,0,0,0,0,0,0,0.000478463297064552
10926,10036,1869,1958,4171,4172,1012,10052,10085,10044,10092,10158,10062,1017,10051,0.9981,0,0.000573549427001842
10947,1879,2353,4609,10164,10067,10061,10055,10112,10038,10036,10163,0.9943,0,0,0,0,0.000404830676940464
10957,367,1958,2099,7020,1012,10057,10139,10062,10120,10092,10107,10123,10044,0.9933,0,0,0.000444218974076259
10962,1050,1958,2354,2353,3726,1012,10164,10092,10163,10062,10097,10096,10112,10130,0.9942,0,0.000561699864489385
10963,2353,4609,10164,10067,10061,10112,10055,10038,10062,10180,10131,100132464,0.9933,0,0,0,0.000410067796131193
10965,340273,4363,10060,30,10449,6257,7391,4609,7157,6688,3172,405,6778,5087,1523,0.9839,0.000542427482541693
10984,21,4363,30,10449,32,4609,6720,6257,6778,4149,0.987,0,0,0,0,0,0.000358656768294153
10998,1958,3299,4609,1012,10061,10044,10055,10067,10058,10092,10036,10062,0.9962,0,0,0,0.000475314623398873
11004,1869,1958,1959,1960,1012,10052,10085,0.9983,0,0,0,0,0,0,0,0,0.000313414390085105
11005,2353,3725,10332,10164,10112,10402,10216,0.9952,0,0,0,0,0,0,0,0,0.000283289037738338
11015,1958,1012,10249,10092,10036,10097,10253,1021,10238,10243,10107,0.9958,0,0,0,0,0.000436802844057333
11022,1958,1959,1960,2353,1012,10163,10164,10062,10092,10112,10016,10095,10097,10044,0.9946,0,0.000474596989736662
11027,4363,30,10449,32,36,6257,4149,6772,51085,7157,5465,6720,2033,0.9945,0,0,0.000478358232034143
11065,2353,4609,10061,10164,10067,10180,10055,10131,0.9906,0,0,0,0,0,0,0,0.000324724919598219
1107,1879,4097,4602,4609,5888,10061,10055,10038,10067,10107,10131,10111,10036,10171,10051,0.9911,0.000601279047941031
11075,60468,10164,10221,11199,10765,10728,10134,10922,115817,10162,11346,0.9933,0,0,0,0,0.000421598491359626
11077,1869,4609,10052,10061,10092,10085,10067,10051,10131,0.9979,0,0,0,0,0,0,0.000373909045833096
11082,2353,3725,10332,10402,10164,10112,10163,10216,10411,10371,10131,0.9961,0,0,0,0,0.000386540066297947
11093,1958,7020,1012,10111,10103,10044,10101,10057,0.9974,0,0,0,0,0,0,0,0.000306415807813222
1111,1869,5888,10052,10085,1029,10092,10051,10253,10309,10196,10257,0.9993,0,0,0,0,0.000451323903729848
11126,9625,18,89845,10449,47,7025,6720,0.9947,0,0,0,0,0,0,0,0,0.00019071754002186
1113,1958,2114,3725,7020,1012,10057,10092,10036,10054,10059,10121,10130,10062,10013,0.9937,0,0.000508443608064094
11130,84320,414149,47,10965,6296,4800,7391,405,4211,1875,6720,5087,3174,4205,23462,0.9926,0.000373451489690572
1114,6258,1869,30,364,1376,5106,4023,34,33,0.9895,0,0,0,0,0,0,0.000312126451945391
11145,7020,1020,10221,10196,10057,10201,10016,10092,10139,10059,0.9885,0,0,0,0,0,0.000350147533917069
11146,176,9719,174,56895,10566,4824,5885,1051,4783,2353,6925,6872,1869,0.9915,0,0,0.000449300777051424
11156,21,4363,10257,10057,116236,5452,5460,1869,4609,1958,405,7391,2625,6775,0.9905,0,0.000539115597658756
1116,1958,2354,8061,2353,3726,1012,10164,10092,10112,10062,10163,10036,10054,10044,0.9942,0,0.000584808164422514
11169,1958,4602,1012,10092,0.9926,0,0,0,0,0,0,0,0,0,0,0,0.000228031672834589
1117,1879,10038,10128,10171,10313,100289635,10169,10227,10235,10133,10521,0.9886,0,0,0,0,0.000415937687778994
11174,4609,4824,5460,10061,10067,1020,10197,100132464,10055,10200,10124,10111,0.9951,0,0,0,0.000437830199631585
11178,995,983,5460,1523,10513,130367,1017,0.9963,0,0,0,0,0,0,0,0,0.000332303557337472
1119,1869,1958,1960,1012,10052,10085,0.9967,0,0,0,0,0,0,0,0,0,0.000280321430487653
11190,4609,7020,10061,10092,10067,10016,100132464,10121,0.9931,0,0,0,0,0,0,0,0.000302090100040104
11197,21,340273,10257,10057,116236,5452,1869,5460,1958,4609,7391,0.9899,0,0,0,0,0.00040331245487713
11199,60468,2354,8061,2353,3726,10332,10164,10486,10148,10112,10216,0.9933,0,0,0,0,0.000503090064210733
112,2625,10293,10164,143941,0.995,0,0,0,0,0,0,0,0,0,0,0,0.000175260376867443
11200,1869,2353,7020,10052,10057,10085,10092,10051,0.9961,0,0,0,0,0,0,0,0.000334270493839912
1122,4609,7020,10061,10092,10067,10055,10057,10124,10038,0.9938,0,0,0,0,0,0,0.000364640074135966
1123,10351,340273,89845,32,84320,4149,7025,1869,144455,2975,0.9962,0,0,0,0,0,0.000277459924164276
11234,467,2353,3725,4609,10061,10164,10067,10055,100132464,10112,10062,0.9911,0,0,0,0,0.000494768900494442
112399,51166,9625,18,21,340273,1869,4149,3172,4790,4609,140690,7391,1523,2908,0.9912,0,0.000550582740972095
11240,53335,1879,5460,10038,10128,10171,10552,100289635,1051,10103,10227,10312,0.9906,0,0,0,0.000426191348562124
11247,2625,10164,10293,143941,0.9939,0,0,0,0,0,0,0,0,0,0,0,0.000175632162492652
112476,467,1050,1869,1870,1875,1012,10052,10092,10085,10124,1022,10131,10113,10011,10127,0.9982,0.000570911098333642
11248,51166,21,340273,4363,10257,1869,1523,7391,4149,4609,6929,7157,140690,6772,0.9927,0,0.000597449705925594
11254,1050,1012,1033,1071,0.9977,0,0,0,0,0,0,0,0,0,0,0,0.000148322020800825
11270,21,89845,4363,10257,30,6257,7025,7157,7391,1869,0.9929,0,0,0,0,0,0.000416093867459466
113026,51166,9625,18,21,89845,1869,7025,4149,4609,0.9941,0,0,0,0,0,0,0.000339400483359722
1131,7020,10092,10221,10057,10196,10130,10059,10016,1020,10139,10128,0.9879,0,0,0,0,0.000408031135334103
11311,4609,10061,10197,10055,10124,0.9945,0,0,0,0,0,0,0,0,0,0,0.000254128730372852
113130,1869,7020,10052,10085,10092,10051,10016,10128,10124,1000,10059,0.9977,0,0,0,0,0.00042969923787361
11314,1879,4609,10055,10067,10061,10197,10007,100132464,10036,0.9933,0,0,0,0,0,0,0.000325129407073752
113146,2353,10332,10164,10486,10112,10036,10216,0.9944,0,0,0,0,0,0,0,0,0.000245967414919822
11317,2354,8061,2353,2625,54626,10332,10164,10057,10174,10293,10402,10486,10112,10216,0.9947,0,0.00041799589943387
11318,4363,30,10449,32,36,6257,4609,1051,3172,4149,6688,51085,5465,7157,7391,0.989,0.000560973040054875
11339,1869,7020,10052,10085,10092,0.9971,0,0,0,0,0,0,0,0,0,0,0.00023370558792423
1134,21,10257,10057,116236,36,5452,1958,5460,4609,140690,1869,7391,7157,0.9915,0,0,0.000543793439556016
113730,9625,18,89845,4363,10257,7025,1869,6772,4149,7157,0.9899,0,0,0,0,0,0.000401551923686052
1138,1869,10052,10085,1029,10309,10092,10253,10051,10196,0.9995,0,0,0,0,0,0,0.000364330131882259
113828,7020,10221,10092,10059,10130,10196,10057,10016,1017,10121,10099,0.9922,0,0,0,0,0.000388510544535275
113835,10057,116236,36,176,414149,5452,4800,5885,5460,0.9941,0,0,0,0,0,0,0.000214103397904491
114,1958,1960,7020,1012,10057,10130,10062,10092,10059,10097,0.9941,0,0,0,0,0,0.00035837102061365
114299,9625,340273,116236,84320,2182,6257,5452,144455,3172,1870,5460,1869,2186,10664,0.9934,0,0.000491580542244097
114327,3725,10332,10164,10402,10221,10216,10131,1019,1020,10553,10615,0.9937,0,0,0,0,0.000490574635762406
114548,133,10551,222,247,259173,1870,1879,1874,5885,144455,1869,2353,4208,0.993,0,0,0.000427953522370008
114770,9625,18,89845,10449,176,5885,7025,0.9939,0,0,0,0,0,0,0,0,0.000152443920675598
114783,21,30,36,84320,6296,6257,5885,2186,23462,4800,5465,144455,0.9935,0,0,0,0.000399510441259102
114787,1960,10540,10894,1031,10535,11004,11273,10262,10482,11060,11316,0.9924,0,0,0,0,0.000374421312690926
114794,1050,3725,7020,1012,10092,10057,0.9934,0,0,0,0,0,0,0,0,0,0.000296462109710459
114800,1959,11004,10540,10262,10535,11335,1284,124222,1031,11273,1213,0.9959,0,0,0,0,0.000519427225401409
114801,2354,2353,3726,3725,10332,10164,10112,10402,10036,10411,10216,0.9947,0,0,0,0,0.000483384177770148
114822,2353,7020,10164,10057,10112,10092,10036,0.9901,0,0,0,0,0,0,0,0,0.0002877373168629
114824,6662,1869,144455,2354,1870,2353,1848,1756,23516,2027,1284,0.9934,0,0,0,0,0.00050430994156318
114897,9869,7020,10062,10121,10057,10059,10165,10092,10196,10103,10016,10099,0.994,0,0,0,0.000336488876797453
114899,2308,143941,10733,10112,140609,1031,1369,0.9909,0,0,0,0,0,0,0,0,0.000171698952228065
114904,10257,10449,8751,8754,9510,1869,9319,7157,0.9941,0,0,0,0,0,0,0,0.000351894044818295
114905,340273,10057,10060,10449,10965,2625,6688,6778,4205,3298,2296,0.9905,0,0,0,0,0.000296477914181455
114907,2308,4609,10067,10061,100132464,10112,10197,10055,10036,10131,0.9941,0,0,0,0,0,0.000339604470583909
115019,2099,3725,10332,10164,10486,10411,1020,10401,0.993,0,0,0,0,0,0,0,0.00036838443962339
1152,4609,10067,10061,10055,10197,10221,10036,100132464,10171,10128,0.9903,0,0,0,0,0,0.000438174850801481
115265,2625,10293,143941,10164,0.9936,0,0,0,0,0,0,0,0,0,0,0,0.000174563785604322
115330,10057,47,10965,6296,130399,6688,2353,0.9895,0,0,0,0,0,0,0,0,0.00023168069465367
1154,2099,10411,10486,10555,1020,111,10401,11243,10057,11331,10987,0.9921,0,0,0,0,0.000399133406896338
115584,2353,3725,4609,10164,10061,10067,10112,10055,0.989,0,0,0,0,0,0,0,0.000374057800757141
115703,1958,4609,1012,10061,10067,10092,10013,0.9966,0,0,0,0,0,0,0,0,0.000310454290988317
115727,1050,1012,1033,0.9951,0,0,0,0,0,0,0,0,0,0,0,0,0.000127647209166494
115811,2353,10332,10486,10164,10112,10216,10036,10371,0.9953,0,0,0,0,0,0,0,0.000264937995923796
115827,84448,176,23305,6296,130399,7391,1958,2353,1488,4790,6257,5885,23462,405,0.993,0,0.000446438657378519
115908,21,340273,89845,4363,10257,7391,1869,7025,5087,0.9933,0,0,0,0,0,0,0.000267343016150172
1160,116236,55,2180,72,8038,4609,1869,1870,1958,6257,5452,3172,5460,2308,0.9923,0,0.000516258813499918
116039,1869,7020,10052,10085,10092,10051,10128,10057,10130,10158,10016,10079,0.9973,0,0,0,0.000391572899850291
116085,4609,10067,10055,10061,10197,10171,10128,100132464,10036,10221,0.9916,0,0,0,0,0,0.000430669618361736
116236,1958,4602,5460,7020,1012,10057,10051,10036,10128,10111,10106,10059,10123,10092,0.9933,0,0.00050580125222855
116238,1958,1959,1960,4609,7020,10057,10061,10067,10092,10055,10013,10059,10062,10096,10044,0.9907,0.000520290133213786
116285,21,10257,10057,116236,176,5452,7391,5460,1958,5885,0.9919,0,0,0,0,0,0.000279743464695604
116372,2353,3725,4609,10164,10067,10061,10112,10055,0.9891,0,0,0,0,0,0,0,0.000378907934233314
1164,4609,5993,7020,10061,10067,10092,10055,10057,10128,10039,10131,100132464,10124,0.9916,0,0,0.000496218102232886
116519,4609,6258,10061,10067,1020,10221,10213,100132464,10197,10055,10056,10036,0.9887,0,0,0,0.000456483354282437
116844,2353,23462,4609,7546,10164,10061,10067,10105,10112,10131,10055,0.9928,0,0,0,0,0.000376844253746092
117155,1879,10171,10128,10103,10038,0.9926,0,0,0,0,0,0,0,0,0,0,0.000232815204254278
117289,112,173,174,10551,257,7391,1879,6925,4208,23462,6774,10210,6929,5885,0.9949,0,0.000385926558983684
117854,89845,10057,47,6296,11093,7025,2551,0.9986,0,0,0,0,0,0,0,0,0.000213929491371959
1181,1958,4609,1012,10061,10067,10092,10055,100132464,10013,10094,10007,0.9958,0,0,0,0,0.00037439684079202
118429,4363,30,10449,32,36,6257,51085,4609,4149,5465,6256,7157,6720,6945,10009,0.9926,0.000538204574820428
118430,10057,116236,30,10449,33,5452,6257,0.9933,0,0,0,0,0,0,0,0,0.000216527647491174
118611,3725,10332,10164,10402,10221,10216,10131,1019,10615,10493,10294,0.9935,0,0,0,0,0.000509272216649019
1187,340273,10060,10965,2180,2182,6257,1958,1870,1869,6239,4800,405,6935,4211,196,0.9866,0.000488697513502722
118932,3725,10332,10164,10402,10221,10216,1019,10131,0.9913,0,0,0,0,0,0,0,0.000378477446648399
1192,60468,1869,1870,1875,144455,10052,10164,10085,10253,0.9964,0,0,0,0,0,0,0.000390770815099561
119391,9625,18,21,340273,89845,7025,4149,4609,4780,7391,2908,5087,6935,0.9909,0,0,0.000431379717141802
119467,2625,10164,143941,10174,10293,10402,0.9941,0,0,0,0,0,0,0,0,0,0.000194535183905154
120224,2099,10411,10486,1020,10401,10555,111,10057,11243,10763,10749,0.9942,0,0,0,0,0.000424032145283579
120892,1879,10038,10128,10171,10099,10313,100289635,10017,10512,10003,10227,0.9917,0,0,0,0,0.000296385502853867
121355,1958,3725,23764,1012,10164,10092,10036,10054,10062,10013,0.9954,0,0,0,0,0,0.000441977860232901
