V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
2786,467,10293,1062,10841,112476,10621,11243,0.9875,0,0,0,0,0,0,0,0
2796,2099,2308,3725,10332,10164,10216,1030,1031,1020,10131,10300,10124,0.9933,0,0,0
2810,2354,2353,3726,3725,7538,10332,10164,10402,10216,10112,0.9942,0,0,0,0,0
2823,1050,5460,10335,1012,10319,1009,10062,10449,1071,0.9992,0,0,0,0,0,0
28234,8431,2099,6688,11218,5885,6597,2353,6257,6554,1958,0.9901,0,0,0,0,0
282996,1958,1012,10249,10092,10130,10253,10036,0.9948,0,0,0,0,0,0,0,0
283120,4609,7020,10067,10061,10092,10055,10057,10059,100132464,0.9935,0,0,0,0,0,0
283131,53335,1869,2099,3725,2648,10052,10164,10085,10158,10121,10131,1020,1003,10103,10120,0.997
283248,1869,1870,1875,144455,2099,10052,1020,10253,10085,10057,10092,10124,10051,0.9982,0,0
283373,9625,18,21,89845,10257,7025,7391,6772,1869,0.9936,0,0,0,0,0,0
283375,467,1879,1958,8061,2353,1012,10038,10164,10062,10112,10036,0.9947,0,0,0,0
283377,1958,4609,1012,10061,10038,10131,10067,0.9982,0,0,0,0,0,0,0,0
283431,3725,7020,10164,10092,10057,10059,10139,10131,0.9889,0,0,0,0,0,0,0
283537,2353,10164,10332,10486,1020,10112,10221,10036,10300,10544,0.995,0,0,0,0,0
283554,1869,1958,1960,7020,1012,10052,10057,10085,10044,10092,0.9974,0,0,0,0,0
283659,4602,4609,10067,10061,10197,10055,100132464,10051,10036,0.9876,0,0,0,0,0,0
284,2625,4609,10067,10174,10164,10055,10057,10061,0.9955,0,0,0,0,0,0,0
284013,21,4363,10257,10057,116236,7391,5452,140690,1869,0.9925,0,0,0,0,0,0
284069,21,10257,10057,116236,84448,5452,7391,1869,1958,4609,5460,3131,405,0.9924,0,0
2842,1869,1870,1875,144455,5460,10052,10085,1009,10092,10253,0.9986,0,0,0,0,0
284217,2099,10486,1020,10411,10401,111,10555,10763,10987,11243,11309,0.9942,0,0,0,0
284266,30,10965,2180,2182,23305,6257,7391,1869,1870,0.9838,0,0,0,0,0,0
284297,1959,1960,10894,10540,10262,0.9929,0,0,0,0,0,0,0,0,0,0
284306,10057,10449,6296,72,170690,2353,3727,7391,5885,5087,4149,0.9922,0,0,0,0
284338,1960,4609,10067,10061,10055,10197,100132464,10036,10171,10096,10062,0.9866,0,0,0,0
284339,1050,1649,2099,1012,10486,10411,10221,10401,1020,10449,10113,10335,0.9981,0,0,0
284340,51166,9625,18,21,89845,4149,1869,7025,5885,0.9938,0,0,0,0,0,0
284358,1869,1870,1875,144455,1958,1012,10052,10085,10092,0.9986,0,0,0,0,0,0
284371,89845,4363,30,10449,32,7025,6778,7391,6720,4149,0.9939,0,0,0,0,0
284403,1869,1870,1875,144455,10052,10085,10092,10253,0.9989,0,0,0,0,0,0,0
284613,1958,1959,1960,2099,8061,1012,10164,10156,10044,10057,10062,0.9958,0,0,0,0
284656,21,10257,10057,116236,84448,5452,1958,1869,4609,7391,5460,2099,0.9907,0,0,0
2847,1958,1959,1960,4609,1012,10067,10061,10055,0.9966,0,0,0,0,0,0,0
285,2114,2353,3725,10332,10164,10402,10112,10036,10216,0.9947,0,0,0,0,0,0
28513,340273,10060,84448,36,10965,4800,1958,4609,405,1523,7391,1386,4149,10009,0.9858,0
285189,9625,18,89845,10449,47,7025,6688,6720,6778,0.9929,0,0,0,0,0,0
285195,1958,1012,10249,10092,10243,10044,10097,10062,10013,0.9965,0,0,0,0,0,0
285368,7020,10092,10057,10221,10196,10059,10130,10016,1020,10062,0.993,0,0,0,0,0
285440,1869,1958,7020,1012,10052,10085,10051,0.9978,0,0,0,0,0,0,0,0
285489,2099,5460,5993,7020,1020,10120,10139,10196,10121,10057,10045,1021,10128,10155,0.9883,0
285590,4609,10067,10061,10055,10056,10213,0.9937,0,0,0,0,0,0,0,0,0
285613,9625,10057,116236,84448,176,1488,3172,5452,1958,5885,5460,0.9929,0,0,0,0
285800,1879,4609,10197,10067,10061,10055,10036,10128,10038,0.9938,0,0,0,0,0,0
2859,21,10057,116236,84448,30,5452,6688,6257,0.9886,0,0,0,0,0,0,0
285971,2353,4609,4783,6662,7020,10057,10061,10059,10121,10062,10092,10112,10067,10016,0.9929,0
285989,21,4363,10257,30,10449,7391,1869,6778,7157,0.9897,0,0,0,0,0,0
286053,467,4609,10061,10067,10055,10131,10197,10128,10036,100132464,0.9913,0,0,0,0,0
286077,1958,1959,1960,2354,8061,1012,10164,10044,10092,10156,10221,10062,10054,10016,0.9953,0
286133,4824,22849,1879,284273,161198,27005,23039,23428,0.9935,0,0,0,0,0,0,0
286410,10057,47,6296,130399,11093,5452,5971,2551,10664,23462,0.9984,0,0,0,0,0
286499,2180,6296,114,79841,284,1958,2353,6257,5885,1870,23462,1869,0.9957,0,0,0
286676,176,47,11093,134,151,6925,2551,6938,1488,5885,6929,4800,6879,0.9982,0,0
286826,1869,4605,10052,10085,1029,0.9989,0,0,0,0,0,0,0,0,0,0
286827,2099,10486,10401,10411,1020,10763,10555,0.9951,0,0,0,0,0,0,0,0
2894,7020,10221,10092,10057,10196,10059,10130,10016,0.9879,0,0,0,0,0,0,0
2898,21,10257,10057,116236,84448,5452,5460,7391,1869,0.9926,0,0,0,0,0,0
28981,4609,10067,10061,10055,10007,10213,0.992,0,0,0,0,0,0,0,0,0
28982,10057,47,6296,11093,130,2551,23462,6720,6925,0.9973,0,0,0,0,0,0
29028,1050,1869,1958,2099,23462,1012,10052,10085,0.9975,0,0,0,0,0,0,0
2903,51166,21,10257,10057,116236,5452,4609,5460,1869,405,0.9952,0,0,0,0,0
29089,1869,10052,10085,10051,1029,0.9993,0,0,0,0,0,0,0,0,0,0
29091,23764,11112,1213,10236,10861,1958,134147,197,10554,22809,10782,0.9863,0,0,0,0
29097,1869,10052,10085,1029,10253,10051,10236,0.9993,0,0,0,0,0,0,0,0
29122,21,10257,10057,116236,176,5452,1958,5460,4609,7391,1869,1488,5885,2099,6775,0.9918
29127,18,21,89845,36,134526,7391,140690,0.9924,0,0,0,0,0,0,0,0
2918,1050,1649,1958,1959,1960,1012,10163,10130,0.9934,0,0,0,0,0,0,0
2919,2353,3725,5600,6300,5603,10332,10164,10112,10036,10402,10216,0.9946,0,0,0,0
2920,2353,3725,4609,4615,4773,10061,10062,10111,10101,10103,10112,10164,0.9952,0,0,0
2925,2354,8061,2353,3726,3725,10332,10164,10402,10112,10163,10216,0.9948,0,0,0,0
2941,4609,10061,10067,10055,10197,100132464,0.9904,0,0,0,0,0,0,0,0,0
2949,445,1649,1958,2308,2941,1012,10044,10226,10000,10156,10221,10013,10062,10092,10107,0.9958
2954,4609,10061,1020,10200,10067,10213,10055,10124,10038,10036,0.9945,0,0,0,0,0
2984,1050,1012,1033,1071,0.9977,0,0,0,0,0,0,0,0,0,0,0
29842,1879,10171,10038,10128,10313,100289635,10003,10512,10227,0.9878,0,0,0,0,0,0
29893,367,1958,1012,10249,10138,0.9942,0,0,0,0,0,0,0,0,0,0
29899,2099,4609,7020,10061,10092,10067,10121,10131,10057,10038,10055,10090,10124,0.9915,0,0
29901,1869,10052,10085,1029,10051,10253,10092,0.9991,0,0,0,0,0,0,0,0
29941,7020,10092,10221,10057,10196,10059,10016,0.9902,0,0,0,0,0,0,0,0
29944,467,10293,1062,10841,112476,10621,10471,11234,11124,11243,0.9849,0,0,0,0,0
29947,1788,1789,2146,2099,5460,7391,8726,29085,0.9836,0,0,0,0,0,0,0
29950,1029,1958,1959,2354,8061,1012,10249,10164,10092,10054,10013,10044,10243,10062,0.9956,0
29958,7020,10221,1020,10196,10092,10111,10128,0.9885,0,0,0,0,0,0,0,0
29967,340273,414149,47,10965,6296,7391,2353,6720,4205,3174,1523,405,0.9921,0,0,0
2998,9625,18,89845,30,10449,6257,6778,0.9915,0,0,0,0,0,0,0,0
29980,1869,1958,1012,10052,10085,10092,10044,10051,0.9982,0,0,0,0,0,0,0
29993,21,10257,10057,116236,36,5452,5460,4609,1869,6239,0.9934,0,0,0,0,0
30,367,6258,1012,1071,11140,10401,1581,1376,1021,1499,11188,0.9974,0,0,0,0
3006,2648,6597,22948,3397,2353,2547,2159,1958,55760,0.9948,0,0,0,0,0,0
3014,1869,1870,1875,144455,10052,10085,10253,10092,0.9991,0,0,0,0,0,0,0
3015,1869,1870,1875,144455,4609,10052,10085,10061,10092,10067,100132464,1003,10131,10124,10156,0.9974
302,2353,3725,7020,10164,10112,10036,10057,10092,10131,10165,10139,10059,0.99,0,0,0
3037,21,340273,10257,10057,116236,5452,1869,5460,6775,2625,2099,1958,5087,7391,0.988,0
304,51166,21,10257,10057,116236,5452,4609,5460,1869,140690,4149,7391,7157,0.9932,0,0
3043,176,130399,56999,9719,174,7025,1488,7975,5885,4087,405,23462,6925,10413,0.9965,0
3070,1869,10052,10085,1029,10092,10309,10051,10196,10253,0.9992,0,0,0,0,0,0
3082,21,10257,10057,116236,176,5452,5885,1869,4609,1488,4779,0.9939,0,0,0,0
3083,7020,10196,10092,10221,1020,10016,10057,10130,10139,10059,1021,0.9884,0,0,0,0
30837,1958,1012,10249,10092,10253,10094,10243,1019,10062,0.9951,0,0,0,0,0,0
3084,1050,2118,2625,7020,1012,10164,10174,10057,10092,10059,10154,0.9938,0,0,0,0
30845,18,21,36,134526,2182,6257,5465,0.9899,0,0,0,0,0,0,0,0
30848,23462,4609,10067,10061,10055,10036,10197,10171,10221,10128,100132464,10007,0.9886,0,0,0
3096,1869,1958,7020,1012,10052,10085,10044,10057,10111,10121,10059,10051,0.9979,0,0,0
3099,2353,4609,7020,10067,10061,10057,10092,10112,10055,100132464,10038,100289635,0.9935,0,0,0
3101,4609,10061,10055,10067,10096,10213,10197,10007,10221,10036,1019,0.9911,0,0,0,0
3148,1869,1870,1875,144455,4602,10052,10085,10253,10092,0.9945,0,0,0,0,0,0
3155,1958,1012,10253,10016,1020,10123,10249,1021,100131187,10019,10092,0.9951,0,0,0,0
3159,983,1869,1870,1875,144455,10052,10085,10253,1029,10092,10309,10296,10051,1021,10124,0.9997
3161,4602,4609,10061,10067,10055,10197,10131,100132464,10051,10171,10124,10107,0.9893,0,0,0
3162,60468,23764,4609,7020,10061,10057,10092,10067,10055,10059,100132464,10007,10130,10096,0.9893,0
3164,60468,1586,1869,5349,2648,10052,10085,10164,10092,0.9955,0,0,0,0,0,0
3177,1958,7020,1012,10057,10092,10036,10139,0.9943,0,0,0,0,0,0,0,0
319,9625,18,89845,10257,116236,5452,7025,3172,5460,10664,2551,1869,4609,6256,7157,0.9971
3195,340273,84448,176,2180,23305,1870,1869,23512,5885,1958,5087,1523,6257,1488,10664,0.9911
32,10351,4363,30,10449,36,6257,4149,51085,3172,4609,0.9906,0,0,0,0,0
3200,1960,4609,4824,7020,10061,10067,10059,10057,10055,0.9926,0,0,0,0,0,0
3202,1050,2308,2625,3725,4609,1012,10061,10067,0.9956,0,0,0,0,0,0,0
3206,1050,1649,1869,1870,1875,1012,10052,10253,10221,10092,10085,10051,1009,10113,1021,0.9994
3209,5460,157313,11178,116236,120,10586,0.9903,0,0,0,0,0,0,0,0,0
3217,1050,1869,1870,1875,144455,1012,10052,10085,10092,1009,0.9991,0,0,0,0,0
3225,1959,51053,7020,10057,10165,10121,10099,10092,10196,10139,10103,10059,10111,0.9931,0,0
3226,1869,1870,1875,144455,10052,10085,10253,10092,1029,0.9994,0,0,0,0,0,0
3231,18,21,89845,4363,10257,1869,7025,23512,4149,6872,7391,0.9912,0,0,0,0
3234,2308,3235,143941,10112,10733,1031,140609,1369,114907,1488,1462,1290,0.9947,0,0,0
3235,3234,4609,10067,10061,10055,10197,100132464,10036,0.9951,0,0,0,0,0,0,0
3240,1050,1958,1012,1020,10092,10044,10130,10016,10062,10107,0.9963,0,0,0,0,0
3263,1050,7546,1012,1071,10221,10449,1033,10113,10335,1080,10865,1056,0.9989,0,0,0
3293,6662,144455,1870,1869,1284,1848,0.9937,0,0,0,0,0,0,0,0,0
3299,1869,1879,1958,10998,7020,10085,10052,1003,10062,10103,10111,10013,10107,10051,100131187,0.9977
33,6258,1869,364,1376,30,1581,4023,5105,335,0.9901,0,0,0,0,0,0
330,7020,10221,10092,10057,10196,10130,1020,10059,10016,1021,10139,0.9887,0,0,0,0
3309,1050,2354,8061,2353,3726,1012,10332,10164,10216,10112,1033,10062,0.9954,0,0,0
3310,89845,10057,116236,84448,36,5452,4609,7025,2625,5460,1958,11128,7391,6722,2551,0.9934
3311,10057,116236,84448,36,176,5452,1958,4609,7391,1488,5885,5460,0.9935,0,0,0
3315,1958,2099,2353,7020,10057,10044,10062,10036,10059,10013,10090,10048,100131187,100128927,0.9915,0
332,51176,4609,8463,10061,10038,10067,0.9938,0,0,0,0,0,0,0,0,0
3320,367,1869,1958,2099,4609,1012,10052,10085,10061,10038,10057,10062,10051,10067,10084,0.9974
3321,7020,10221,10196,10092,1020,10057,0.9884,0,0,0,0,0,0,0,0,0
3326,367,1958,2099,2354,2353,1012,10164,10057,10156,1020,10107,0.9945,0,0,0,0
333,1869,6943,10052,10085,1003,10092,10253,10236,1029,10296,10196,0.9988,0,0,0,0
3352,1958,1959,7020,1012,10057,10092,10036,0.9957,0,0,0,0,0,0,0,0
3359,1050,1649,2354,2353,3726,10332,1012,10164,10163,10112,10062,1033,10096,0.9959,0,0
336,6258,7020,10221,10057,10196,10130,10092,10059,10139,1020,0.9875,0,0,0,0,0
337,9625,18,89845,10057,116236,5452,2625,7025,5460,3172,0.9929,0,0,0,0,0
3381,367,1012,1893,10401,1071,11140,11188,1376,1499,1021,0.9966,0,0,0,0,0
338440,21,30,36,84320,6296,6257,3172,2186,144455,4800,5885,4149,10664,23462,1869,0.992
338645,4363,10057,30,10449,32,4609,6688,7391,6257,4149,6776,6778,1050,7157,51085,0.9866
338707,467,4609,10067,10061,10055,100132464,10197,10036,1020,10038,10056,0.9902,0,0,0,0
338773,53335,1879,2099,5993,10038,1020,10486,10401,0.9951,0,0,0,0,0,0,0
339105,60468,2354,2353,3726,3725,10332,10164,10112,10163,10148,10216,0.9901,0,0,0,0
339231,2353,10332,10164,10486,10112,0.9941,0,0,0,0,0,0,0,0,0,0
3394,3725,4609,7020,10092,10061,10057,10067,10055,10059,100132464,10096,10056,0.9933,0,0,0
339665,60468,2354,8061,2353,3726,10332,10486,10164,10112,0.9939,0,0,0,0,0,0
3397,53335,3725,2648,23764,4609,10061,10062,10055,10164,10096,10067,0.9936,0,0,0,0
339761,84448,176,23305,6296,130399,1488,6257,7391,405,3174,23462,0.9954,0,0,0,0
339983,1958,1012,10249,10092,10243,10253,10036,10130,10097,10062,10048,0.9955,0,0,0,0
340273,10060,10965,2182,23305,6296,6257,1958,2353,5885,6688,7391,405,0.9856,0,0,0
340385,1958,1012,10249,10092,10243,10097,10036,10253,10013,0.9963,0,0,0,0,0,0
340419,4609,10067,10061,10055,0.9886,0,0,0,0,0,0,0,0,0,0,0
340547,340273,10060,10965,2182,23305,6257,1958,6927,5087,4800,405,4205,1523,196,6935,0.9867
341116,21,10257,10057,116236,30,5452,6257,0.9918,0,0,0,0,0,0,0,0
341405,3725,10332,10164,10402,10221,10216,10131,1019,10615,10300,10128,0.9939,0,0,0,0
341640,53335,1960,2099,7020,10057,1020,10130,1018,10059,10092,10188,10139,0.9915,0,0,0
342035,226,249,467,84913,25825,112476,10293,10211,10621,10521,10938,10471,10817,1062,10319,0.9925
3425,1958,23764,1012,10249,0.9938,0,0,0,0,0,0,0,0,0,0,0
343,10057,176,47,6296,11093,2551,1051,23462,6720,4601,6925,0.9978,0,0,0,0
343413,1050,1012,1033,10221,10449,1071,10979,10922,10788,10096,10865,0.9959,0,0,0,0
344148,176,9719,112,173,174,23462,2296,1488,6720,6925,5885,0.9941,0,0,0,0
344558,2099,4609,10061,10038,10067,1020,10128,10121,10036,10127,10131,10055,0.9922,0,0,0
345275,9625,18,89845,10449,47,7025,6778,4800,0.9957,0,0,0,0,0,0,0
345557,83543,84079,283373,358,467,10293,10782,11183,10471,10621,10319,1062,10681,0.9946,0,0
347240,1869,10052,10085,10092,1029,10309,10253,10051,1017,10158,10257,0.9992,0,0,0,0
347733,4609,10067,10061,10197,10055,10221,100132464,0.9873,0,0,0,0,0,0,0,0
3479,1050,2099,3725,4602,1012,10164,10221,1020,10216,10113,10051,10236,0.9917,0,0,0
3481,1869,1870,1875,144455,1958,1012,10052,10085,10092,0.999,0,0,0,0,0,0
3483,9719,151,336,4059,715,6925,4208,4211,7391,4601,5465,0.9965,0,0,0,0
3486,1869,1870,1875,144455,2353,1003,10085,10052,10216,10103,10092,0.9984,0,0,0,0
353189,1958,2099,1012,10057,10148,0.9957,0,0,0,0,0,0,0,0,0,0
353219,30,10965,2180,2182,23305,6257,1869,1958,1870,7391,3298,6688,4211,405,196,0.9838
353299,21,10257,10057,116236,176,5452,4609,1869,5885,1488,0.9938,0,0,0,0,0
353355,2353,10332,10164,10486,10112,10216,10163,10036,10221,10371,0.9951,0,0,0,0,0
353500,2735,2736,1870,1869,144455,2099,2932,1875,1859,53944,10413,27148,0.9913,0,0,0
3547,2099,4609,10061,10067,10131,1020,10038,10121,10057,10128,10127,100132464,0.9923,0,0,0
3549,1050,1012,1033,1071,0.997,0,0,0,0,0,0,0,0,0,0,0
3553,1869,1958,2353,3725,5600,1012,10052,10085,10092,10097,10051,10062,10044,10112,0.9958,0
3556,10257,10449,10965,130399,8751,4800,6778,4609,0.9941,0,0,0,0,0,0,0
3557,60468,53335,1879,1958,8061,1012,10164,10038,10092,10013,10130,100289635,0.9922,0,0,0
3560,1958,3725,7020,1012,10057,10097,10092,10036,10130,10059,100131187,0.994,0,0,0,0
3563,4363,30,10449,32,36,4609,6257,3172,6688,4149,51085,7157,5465,6720,0.9892,0
3569,367,1050,1958,2354,8061,1012,10164,10163,10062,1020,0.9934,0,0,0,0,0
3575,60468,2308,3725,4824,10332,10164,1030,10411,10131,10216,10221,0.9918,0,0,0,0
358,60468,2354,8061,2353,3726,10332,10164,10486,10112,10163,10036,10134,10216,0.9935,0,0
3580,2625,10293,10057,143941,10164,10174,119467,0.9939,0,0,0,0,0,0,0,0
3589,467,60468,2354,8061,2353,10332,10164,10293,10112,10216,0.9916,0,0,0,0,0
3598,7020,10221,10196,10130,10059,10092,1020,10099,1021,10016,0.9933,0,0,0,0,0
360,53335,1879,2353,3725,10164,10112,10227,1019,10036,10163,10216,10171,10128,10226,0.9923,0
360023,1958,4783,1012,10249,10174,10067,10210,10092,10243,10016,10013,1021,0.994,0,0,0
3604,4609,10067,10061,10055,10197,10221,100132464,10213,10056,10128,10036,0.9887,0,0,0,0
3608,2353,5591,10164,10332,10486,10112,10216,10300,10553,10544,1020,10371,0.9958,0,0,0
3609,467,1958,23764,4188,4609,1012,10061,10067,10038,10092,0.9957,0,0,0,0,0
3619,2353,4609,10061,10164,10067,10180,100132464,10169,10112,10055,100289635,10062,0.9927,0,0,0
3620,21,10257,10057,116236,10449,5452,4609,0.9879,0,0,0,0,0,0,0,0
3623,2625,7020,10164,10174,10092,0.9917,0,0,0,0,0,0,0,0,0,0
3626,1958,4609,7020,10061,10067,10036,10059,10057,10055,10092,10111,10062,10038,0.9923,0,0
363,21,10257,10057,116236,30,5452,6257,0.9925,0,0,0,0,0,0,0,0
364,6258,1376,34,2167,1593,1869,336,1581,4023,23054,51,0.9944,0,0,0,0
3646,4609,10061,10197,10067,10055,10221,10213,10036,10131,100132464,1021,0.9914,0,0,0,0
3654,3725,4609,10164,10067,10061,10055,10056,100132464,10038,0.9909,0,0,0,0,0,0
3655,3725,4609,10067,10061,10164,1019,10055,100289635,10180,0.9914,0,0,0,0,0,0
367,30,8309,55,2180,894,1012,11140,1071,1581,10401,11188,166,1021,0.9982,0,0
3673,1050,2099,2353,7020,1012,10057,10154,10139,10113,10121,10019,10120,10099,0.9941,0,0
3675,1869,1870,1875,144455,2274,10052,10253,10085,10092,10309,1029,0.9974,0,0,0,0
3679,60468,2274,2354,8061,2353,10332,10112,10164,10486,10216,0.9944,0,0,0,0,0
3680,21,10257,10057,116236,176,2186,5452,4609,5885,2099,5451,0.9937,0,0,0,0
3681,185,768,929,1030,1116,10401,2354,0.9899,0,0,0,0,0,0,0,0
3685,4363,30,10449,32,33,6257,4609,6688,3172,7157,51085,7391,0.9882,0,0,0
3691,53335,1879,1958,7020,1012,10038,10057,10092,10128,100289635,10036,10111,0.9967,0,0,0
3694,2274,2099,2353,2308,4176,2273,3725,367,3679,1499,3688,0.9833,0,0,0,0
3706,1958,1959,1960,2353,4602,1012,10164,10051,10163,10092,0.9938,0,0,0,0,0
3710,1869,5460,10052,10085,10253,1029,1009,10051,1017,10092,10309,0.999,0,0,0,0
3714,467,1959,1960,4854,10293,10535,10540,0.9958,0,0,0,0,0,0,0,0
3725,9625,6296,8754,140766,130,10164,10332,1020,10300,10221,10411,10216,0.9927,0,0,0
3726,134,148,147,218,11199,10332,10164,122953,10251,10902,11062,1191,1289,126393,0.996,0
374286,340273,72,97,8745,9509,2099,3297,5090,988,5087,5451,4205,1523,0.9913,0,0
374393,1869,2353,10052,10164,10085,10216,10051,10092,0.9971,0,0,0,0,0,0,0
374443,176,11093,134,151,10551,6925,6938,4208,1488,6935,4205,2033,2551,5452,5885,0.9973
374569,21,10257,10057,116236,176,5452,4609,1958,7391,5460,1488,5885,140690,7157,0.9949,0
3747,4783,10067,131965,10174,1869,1870,144455,145873,10979,10890,1191,0.9865,0,0,0,0
374819,1958,7020,1012,10057,10130,10138,10092,10036,10097,10013,10059,10139,0.9946,0,0,0
374887,340273,10057,10060,116236,36,5452,1958,2099,7391,4149,5460,5087,4609,2625,2908,0.9918
374955,4609,10067,10061,10055,10197,10221,10171,100132464,10036,10128,0.9901,0,0,0,0,0
3752,10057,116236,36,176,84320,5452,5885,4149,5460,1958,2186,6721,0.9943,0,0,0
375248,1869,4609,7020,10052,10061,10067,10085,10092,100132464,10016,10055,10051,0.9976,0,0,0
375323,10257,84448,10449,176,10965,1488,1869,4609,5885,4205,0.9897,0,0,0,0,0
375341,4363,10257,112,174,83543,1870,23462,144455,1869,10155,1875,10782,2962,0.995,0,0
3754,467,3725,10332,10164,10293,10402,10221,10216,1020,10131,1019,10128,0.9925,0,0,0
375444,89845,11093,134637,130,79841,7025,6925,6872,0.9973,0,0,0,0,0,0,0
3755,4609,10067,10061,10055,10197,10221,100132464,10213,10036,0.9887,0,0,0,0,0,0
3757,1958,4609,1012,10067,10092,10061,10055,100132464,10013,100289635,10036,0.9958,0,0,0,0
375775,21,89845,4363,10257,10057,7391,7025,7157,6772,1869,2625,0.9917,0,0,0,0
375790,4609,7546,10067,10061,10055,10197,1020,10038,10056,1021,0.9911,0,0,0,0,0
3761,21,4363,10257,30,10449,1869,7391,4609,7157,6257,6667,0.9879,0,0,0,0
3762,4609,10067,10055,10197,10061,10036,10221,10213,10056,10038,1019,0.991,0,0,0,0
3766,340273,72,97,8745,9509,2099,4779,3297,5451,988,5090,5087,1523,4205,0.9933,0
3767,1869,5460,10052,10085,1009,10092,10309,1029,10253,10051,1017,10257,0.9989,0,0,0
3770,4609,10067,10061,10055,100132464,10197,0.9893,0,0,0,0,0,0,0,0,0
377007,51166,21,10257,10057,116236,5452,1869,4609,4149,140690,5460,0.9948,0,0,0,0
3772,10257,10057,116236,30,10449,5452,4609,6257,0.9906,0,0,0,0,0,0,0
377841,3725,7020,10164,10057,10092,10130,10165,10127,10139,10059,0.991,0,0,0,0,0
3781,467,1050,1649,1958,1959,1012,10163,1020,10013,0.9936,0,0,0,0,0,0
3782,1050,1879,2354,2353,2625,10174,1012,10216,10164,10057,10112,10062,1021,0.9959,0,0
3783,2353,2625,4609,7020,10057,10061,10067,10092,10055,10112,10059,10121,10016,100132464,0.9903,0
3784,9625,18,89845,4363,30,6257,7025,0.9913,0,0,0,0,0,0,0,0
378938,53335,1869,1958,2353,2625,1012,10052,10085,10057,1009,100131187,10095,10051,10062,0.998,0
3792,3725,10332,10164,10402,10221,10131,10216,1019,10615,10128,10493,0.9946,0,0,0,0
3800,3725,10332,10164,10402,10221,10216,10131,1019,1020,10128,10300,0.9938,0,0,0,0
3814,53335,1869,1958,4609,5460,10052,10085,10061,10092,10067,0.9962,0,0,0,0,0
3818,367,1012,1893,1071,10401,11140,1581,0.997,0,0,0,0,0,0,0,0
3832,1869,4609,10052,10061,10092,10067,10085,10055,10124,0.9983,0,0,0,0,0,0
3833,1958,4609,1012,10067,10061,10092,10055,0.9958,0,0,0,0,0,0,0,0
3838,51176,5324,4684,5452,4609,332,1959,1958,5460,1896,3728,3005,0.9921,0,0,0
3859,2099,10486,1020,10411,10401,111,10555,11243,10987,10763,0.9942,0,0,0,0,0
387103,1958,1012,10249,0.9942,0,0,0,0,0,0,0,0,0,0,0,0
387597,5460,157313,1756,11178,0.9914,0,0,0,0,0,0,0,0,0,0,0
387742,4363,30,10449,32,36,4609,6688,6257,51085,3172,4149,6720,7391,0.9891,0,0
387775,9625,18,89845,10449,47,7025,6688,6778,6925,4800,0.9934,0,0,0,0,0
387882,1958,1959,1960,3725,7020,1012,10057,10092,10036,0.9951,0,0,0,0,0,0
388,1050,23764,1012,1071,10449,1033,10221,10236,10283,10062,0.9963,0,0,0,0,0
388015,4602,1033,1063,11169,144455,10051,116461,10213,142,1191,0.9851,0,0,0,0,0
388125,51166,9625,21,89845,4363,4149,7157,1869,7025,0.9933,0,0,0,0,0,0
388228,1869,10052,1029,10085,10253,10309,10092,10196,10051,0.9994,0,0,0,0,0,0
388335,4609,10067,10061,10221,10056,10038,10213,10055,100132464,0.991,0,0,0,0,0,0
388407,1869,4609,10052,10061,10085,10092,10067,10051,0.9982,0,0,0,0,0,0,0
388524,18,21,89845,36,414149,7025,7391,4800,4609,4149,10664,2551,10009,0.9903,0,0
388595,9625,18,340273,89845,10057,7025,2625,5087,0.9921,0,0,0,0,0,0,0
388610,3725,10332,10164,10402,10221,10216,10131,1020,10128,10615,10493,0.9938,0,0,0,0
3887,10351,32,176,84320,47,1869,1870,4790,144455,1958,3172,1488,4149,7391,2186,0.9929
388730,9625,116236,84320,2182,4185,6257,2186,144455,1870,1869,3172,5452,5460,1958,5451,0.9923
